id,market,email,first_name,last_name,city,created_at,acquisition_channel
cust-at-000045,at,natan.wenzl.cust-at-000045@example.test,Natan,Wenzl,Traiskirchen,2024-11-26T21:27:25.701132Z,meta
cust-at-000046,at,nils.bartl.cust-at-000046@example.test,Nils,Bartl,Leoben,2024-11-30T20:05:13.380665Z,meta
cust-at-000047,at,nika.koppensteiner.cust-at-000047@example.test,Nika,Koppensteiner,Attnang-Puchheim,2024-12-23T15:54:30.516150Z,google
cust-de-000001,de,sylvana.liebelt.cust-de-000001@example.test,Sylvana,Liebelt,Schongau,2024-01-01T11:35:52.471270Z,direct
cust-de-000002,de,juri.heinrich.cust-de-000002@example.test,Juri,Heinrich,Badalzungen,2024-01-13T20:22:42.225691Z,google
cust-de-000003,de,wulf.hertrampf.cust-de-000003@example.test,Wulf,Hertrampf,Niesky,2024-01-18T18:18:50.977109Z,meta
cust-de-000004,de,ljudmila.wieloch.cust-de-000004@example.test,Ljudmila,Wieloch,Soest,2024-01-19T19:49:56.370002Z,meta
cust-de-000005,de,sandor.jacobi.jckel.cust-de-000005@example.test,Sandor,Jacobi Jäckel,Luckau,2024-01-21T10:18:53.576017Z,google
cust-de-000006,de,angela.radisch.cust-de-000006@example.test,Angela,Radisch,Sangerhausen,2024-01-22T19:40:44.386921Z,organic
cust-de-000007,de,tanja.kraus.cust-de-000007@example.test,Tanja,Kraus,Ueckermünde,2024-01-25T07:13:35.326193Z,meta
cust-de-000008,de,rolf.matthi.cust-de-000008@example.test,Rolf,Matthäi,Donaueschingen,2024-01-26T10:00:00.010855Z,email
cust-de-000009,de,albin.putz.cust-de-000009@example.test,Albin,Putz,Tuttlingen,2024-01-26T18:44:29.050336Z,meta
cust-de-000010,de,gilda.mans.cust-de-000010@example.test,Gilda,Mans,Badalzungen,2024-01-31T20:19:01.030875Z,organic
cust-de-000011,de,heidelore.trst.cust-de-000011@example.test,Heidelore,Tröst,Genthin,2024-02-01T17:35:23.156526Z,meta
cust-de-000012,de,murat.schwital.cust-de-000012@example.test,Murat,Schwital,Hammelburg,2024-02-02T20:01:36.456258Z,meta
cust-de-000013,de,eva.gerlach.cust-de-000013@example.test,Eva,Gerlach,Germersheim,2024-02-06T16:44:54.187251Z,email
cust-de-000014,de,meinhard.stolze.cust-de-000014@example.test,Meinhard,Stolze,Ansbach,2024-02-07T12:04:55.035742Z,email
cust-de-000015,de,ilhan.heidrich.cust-de-000015@example.test,Ilhan,Heidrich,Füssen,2024-02-14T07:33:48.530452Z,meta
cust-de-000016,de,kuno.kroker.cust-de-000016@example.test,Kuno,Kroker,Senftenberg,2024-02-16T10:48:52.777413Z,google
cust-de-000017,de,ludger.oderwald.cust-de-000017@example.test,Ludger,Oderwald,Schmölln,2024-02-26T19:04:52.311843Z,google
cust-de-000018,de,ira.hermann.cust-de-000018@example.test,Ira,Hermann,Starnberg,2024-02-28T16:15:54.956391Z,meta
cust-de-000019,de,birgitt.hahn.cust-de-000019@example.test,Birgitt,Hahn,Fürstenwalde,2024-03-01T12:32:20.341403Z,meta
cust-de-000020,de,adelbert.rosenow.cust-de-000020@example.test,Adelbert,Rosenow,Sankt Goar,2024-03-03T14:22:11.777112Z,google
cust-de-000021,de,thoralf.butte.cust-de-000021@example.test,Thoralf,Butte,Berchtesgaden,2024-03-03T16:03:00.301728Z,google
cust-de-000022,de,lidia.becker.cust-de-000022@example.test,Lidia,Becker,Eckernförde,2024-03-04T17:26:06.395937Z,meta
cust-de-000023,de,knud.dring.cust-de-000023@example.test,Knud,Döring,Flöha,2024-03-07T13:52:15.002257Z,meta
cust-de-000024,de,carina.hering.cust-de-000024@example.test,Carina,Hering,Bad Mergentheim,2024-03-08T17:47:00.488789Z,email
cust-de-000025,de,lilly.patberg.cust-de-000025@example.test,Lilly,Patberg,Haldensleben,2024-03-10T14:05:22.361761Z,meta
cust-de-000026,de,heinz.otto.hesse.cust-de-000026@example.test,Heinz-Otto,Hesse,Döbeln,2024-03-13T08:11:23.304804Z,organic
cust-de-000027,de,hans.peter.fechner.cust-de-000027@example.test,Hans-Peter,Fechner,Biedenkopf,2024-03-14T07:00:24.960915Z,meta
cust-de-000028,de,stanislaw.bolzmann.cust-de-000028@example.test,Stanislaw,Bolzmann,Jülich,2024-03-14T17:57:46.837399Z,meta
cust-de-000029,de,jolanda.hrle.cust-de-000029@example.test,Jolanda,Hörle,Kehl,2024-03-15T19:05:03.498973Z,google
cust-de-000030,de,ildiko.matthi.cust-de-000030@example.test,Ildiko,Matthäi,Bergzabern,2024-03-18T18:11:23.747174Z,google
cust-de-000031,de,elwira.etzold.cust-de-000031@example.test,Elwira,Etzold,Ansbach,2024-03-19T17:06:40.954798Z,google
cust-de-000032,de,erna.bohnbach.cust-de-000032@example.test,Erna,Bohnbach,Meißen,2024-03-24T09:59:46.297516Z,organic
cust-de-000033,de,lieselotte.suberlich.cust-de-000033@example.test,Lieselotte,Säuberlich,Bernburg,2024-03-26T06:39:59.780643Z,meta
cust-de-000034,de,cecilia.weimer.cust-de-000034@example.test,Cecilia,Weimer,Geithain,2024-03-26T15:59:17.697394Z,google
cust-de-000035,de,britta.hoffmann.cust-de-000035@example.test,Britta,Hoffmann,Bremen,2024-03-28T20:51:01.132266Z,google
cust-de-000036,de,marcel.thanel.cust-de-000036@example.test,Marcel,Thanel,Bad Freienwalde,2024-03-29T16:56:52.289262Z,google
cust-de-000037,de,robin.hering.cust-de-000037@example.test,Robin,Hering,Greiz,2024-03-29T18:42:21.391567Z,organic
cust-de-000038,de,gereon.schomber.cust-de-000038@example.test,Gereon,Schomber,Magdeburg,2024-04-02T03:18:44.313643Z,organic
cust-de-000039,de,hans.jrgen.hofmann.cust-de-000039@example.test,Hans Jürgen,Hofmann,Anklam,2024-04-02T15:15:34.211761Z,google
cust-de-000040,de,greta.slzer.cust-de-000040@example.test,Greta,Sölzer,Donaueschingen,2024-04-02T17:44:54.664868Z,direct
cust-de-000041,de,hubertus.neureuther.cust-de-000041@example.test,Hubertus,Neureuther,Sternberg,2024-04-02T18:29:40.279636Z,direct
cust-de-000042,de,nadja.mangold.cust-de-000042@example.test,Nadja,Mangold,Wittenberg,2024-04-04T06:47:57.887159Z,meta
cust-de-000043,de,hansjrgen.barth.cust-de-000043@example.test,Hansjürgen,Barth,Dessau,2024-04-04T07:21:30.923727Z,meta
cust-de-000044,de,thekla.mlzer.cust-de-000044@example.test,Thekla,Mälzer,Haldensleben,2024-04-04T19:28:09.207232Z,organic
cust-de-000045,de,juri.zirme.cust-de-000045@example.test,Juri,Zirme,Wolfratshausen,2024-04-05T07:15:58.303245Z,organic
cust-de-000046,de,attila.nerger.cust-de-000046@example.test,Attila,Nerger,Hohenmölsen,2024-04-06T18:16:25.499999Z,direct
cust-de-000047,de,giovanni.mies.cust-de-000047@example.test,Giovanni,Mies,Werdau,2024-04-08T14:45:31.693431Z,organic
cust-de-000048,de,polina.slzer.cust-de-000048@example.test,Polina,Sölzer,Ebersberg,2024-04-11T09:36:14.152725Z,google
cust-de-000049,de,sylwia.aumann.cust-de-000049@example.test,Sylwia,Aumann,Warendorf,2024-04-11T15:42:38.665896Z,email
cust-de-000050,de,hanspeter.weinhold.cust-de-000050@example.test,Hanspeter,Weinhold,Grimmen,2024-04-12T13:55:17.431933Z,google
cust-de-000051,de,ina.biggen.cust-de-000051@example.test,Ina,Biggen,Sigmaringen,2024-04-13T05:47:02.065278Z,google
cust-de-000052,de,therese.briemer.cust-de-000052@example.test,Therese,Briemer,Bayreuth,2024-04-16T13:11:17.975452Z,email
cust-de-000053,de,krystyna.drr.cust-de-000053@example.test,Krystyna,Dörr,Fürstenfeldbruck,2024-04-16T16:27:37.015910Z,meta
cust-de-000054,de,gudrun.schleich.cust-de-000054@example.test,Gudrun,Schleich,Pößneck,2024-04-16T17:30:34.519629Z,meta
cust-de-000055,de,alwin.eberth.cust-de-000055@example.test,Alwin,Eberth,Angermünde,2024-04-17T17:47:20.718769Z,meta
cust-de-000056,de,loretta.nette.cust-de-000056@example.test,Loretta,Nette,Bogen,2024-04-19T19:01:51.797057Z,google
cust-de-000057,de,ilse.lorch.cust-de-000057@example.test,Ilse,Lorch,Strasburg,2024-04-21T18:32:57.214803Z,meta
cust-de-000058,de,bastian.wende.cust-de-000058@example.test,Bastian,Wende,Hofgeismar,2024-04-22T12:40:51.670602Z,google
cust-de-000059,de,christel.lindner.cust-de-000059@example.test,Christel,Lindner,Aschaffenburg,2024-04-22T13:54:23.911772Z,meta
cust-de-000060,de,athanasios.hertrampf.cust-de-000060@example.test,Athanasios,Hertrampf,Soltau,2024-04-22T15:16:15.845949Z,google
cust-de-000061,de,ian.hermann.cust-de-000061@example.test,Ian,Hermann,Bamberg,2024-04-23T13:48:24.401051Z,meta
cust-de-000062,de,helmar.kambs.cust-de-000062@example.test,Helmar,Kambs,Grimma,2024-04-24T16:54:42.883334Z,organic
cust-de-000063,de,jaroslav.harloff.cust-de-000063@example.test,Jaroslav,Harloff,Osterode am Harz,2024-04-25T08:14:48.410534Z,google
cust-de-000064,de,karl.otto.koch.ii.cust-de-000064@example.test,Karl-Otto,Koch II,Rothenburg ob der Tauber,2024-04-25T18:37:33.660627Z,meta
cust-de-000065,de,heinz.jrgen.rdel.cust-de-000065@example.test,Heinz-Jürgen,Rädel,Lichtenfels,2024-04-26T12:48:38.445764Z,meta
cust-de-000066,de,hans.friedrich.scholl.cust-de-000066@example.test,Hans-Friedrich,Scholl,Mühldorf am Inn,2024-04-29T16:31:37.219973Z,google
cust-de-000067,de,imke.nohlmans.cust-de-000067@example.test,Imke,Nohlmans,Staßfurt,2024-05-01T15:48:10.105227Z,direct
cust-de-000068,de,nicole.hornig.cust-de-000068@example.test,Nicole,Hornig,Hainichen,2024-05-01T15:59:56.848233Z,direct
cust-de-000069,de,kerstin.junck.cust-de-000069@example.test,Kerstin,Junck,Bremervörde,2024-05-04T16:29:02.347710Z,meta
cust-de-000070,de,henning.meister.cust-de-000070@example.test,Henning,Meister,Kitzingen,2024-05-05T08:47:36.921971Z,meta
cust-de-000071,de,alwina.binner.cust-de-000071@example.test,Alwina,Binner,Dinslaken,2024-05-06T06:42:07.668618Z,organic
cust-de-000072,de,inka.lwer.cust-de-000072@example.test,Inka,Löwer,Eckernförde,2024-05-08T17:58:22.763490Z,organic
cust-de-000073,de,margaretha.auch.schlauchin.cust-de-000073@example.test,Margaretha,auch Schlauchin,Lüdinghausen,2024-05-09T13:01:03.607663Z,meta
cust-de-000074,de,geert.seip.cust-de-000074@example.test,Geert,Seip,Lübeck,2024-05-10T09:46:53.449827Z,email
cust-de-000075,de,gesche.geisel.cust-de-000075@example.test,Gesche,Geisel,Wolfratshausen,2024-05-11T09:38:23.486314Z,meta
cust-de-000076,de,silvana.mlichen.cust-de-000076@example.test,Silvana,Mülichen,Stadtsteinach,2024-05-11T13:14:12.956960Z,direct
cust-de-000077,de,ingmar.bachmann.cust-de-000077@example.test,Ingmar,Bachmann,Passau,2024-05-11T19:59:25.621662Z,meta
cust-de-000078,de,meryem.weinhage.cust-de-000078@example.test,Meryem,Weinhage,Viechtach,2024-05-13T18:19:51.159421Z,google
cust-de-000079,de,therese.khnert.cust-de-000079@example.test,Therese,Kühnert,Belzig,2024-05-14T15:26:37.982069Z,google
cust-de-000080,de,eckart.lange.cust-de-000080@example.test,Eckart,Lange,Lübben,2024-05-14T15:50:23.977742Z,meta
cust-de-000081,de,anica.dowerg.cust-de-000081@example.test,Anica,Dowerg,Hettstedt,2024-05-14T18:09:20.400210Z,organic
cust-de-000082,de,veronica.heinz.cust-de-000082@example.test,Veronica,Heinz,Meißen,2024-05-15T17:29:06.544507Z,direct
cust-de-000083,de,sibel.schmidt.cust-de-000083@example.test,Sibel,Schmidt,Oschatz,2024-05-16T09:52:22.895316Z,meta
cust-de-000084,de,leif.junck.cust-de-000084@example.test,Leif,Junck,Rathenow,2024-05-16T10:38:16.568217Z,meta
cust-de-000085,de,diether.fritsch.cust-de-000085@example.test,Diether,Fritsch,Schrobenhausen,2024-05-20T09:33:29.264521Z,google
cust-de-000086,de,eckhardt.stolze.cust-de-000086@example.test,Eckhardt,Stolze,Hettstedt,2024-05-20T16:04:25.386483Z,meta
cust-de-000087,de,ingetraut.speer.cust-de-000087@example.test,Ingetraut,Speer,Roding,2024-05-21T10:07:10.640676Z,direct
cust-de-000088,de,otfried.kensy.cust-de-000088@example.test,Otfried,Kensy,Vilsbiburg,2024-05-21T17:09:21.265923Z,direct
cust-de-000089,de,reiner.birnbaum.cust-de-000089@example.test,Reiner,Birnbaum,Kemnath,2024-05-23T14:40:13.536674Z,meta
cust-de-000090,de,magret.radisch.cust-de-000090@example.test,Magret,Radisch,Mühlhausen,2024-05-23T17:55:46.506718Z,google
cust-de-000091,de,lilly.steuer.cust-de-000091@example.test,Lilly,Steuer,Weißwasser,2024-05-25T12:47:31.217901Z,direct
cust-de-000092,de,abraham.junitz.cust-de-000092@example.test,Abraham,Junitz,Weimar,2024-05-25T17:52:38.293280Z,meta
cust-de-000093,de,melissa.henck.cust-de-000093@example.test,Melissa,Henck,Passau,2024-05-26T18:33:25.993653Z,meta
cust-de-000094,de,hajo.wernecke.cust-de-000094@example.test,Hajo,Wernecke,Kassel,2024-05-27T17:53:23.763430Z,organic
cust-de-000095,de,lieselotte.jntsch.cust-de-000095@example.test,Lieselotte,Jäntsch,Sebnitz,2024-05-28T09:17:02.889173Z,google
cust-de-000096,de,otfried.schleich.cust-de-000096@example.test,Otfried,Schleich,Kronach,2024-05-28T17:01:58.053254Z,organic
cust-de-000097,de,laila.stoll.cust-de-000097@example.test,Laila,Stoll,Neustadtner Waldnaab,2024-05-28T18:58:34.323127Z,organic
cust-de-000098,de,jeannette.striebitz.cust-de-000098@example.test,Jeannette,Striebitz,Bitterfeld,2024-06-01T14:04:43.356809Z,google
cust-de-000099,de,sybille.tlustek.cust-de-000099@example.test,Sybille,Tlustek,Hechingen,2024-06-01T17:04:31.077500Z,meta
cust-de-000100,de,ingrid.hbel.cust-de-000100@example.test,Ingrid,Hübel,Dinkelsbühl,2024-06-05T10:51:36.364788Z,organic
cust-de-000101,de,mechthild.salz.cust-de-000101@example.test,Mechthild,Salz,Bad Langensalza,2024-06-05T15:38:44.027000Z,google
cust-de-000102,de,ramazan.bruder.cust-de-000102@example.test,Ramazan,Bruder,Nördlingen,2024-06-06T03:16:33.471410Z,meta
cust-de-000103,de,fabienne.kroker.cust-de-000103@example.test,Fabienne,Kroker,Merseburg,2024-06-07T11:20:39.470919Z,meta
cust-de-000104,de,raik.kruschwitz.cust-de-000104@example.test,Raik,Kruschwitz,Bremen,2024-06-07T13:29:57.072003Z,meta
cust-de-000105,de,hendrik.sontag.cust-de-000105@example.test,Hendrik,Sontag,Griesbach Rottal,2024-06-07T20:07:05.688887Z,organic
cust-de-000106,de,helmuth.bhr.cust-de-000106@example.test,Helmuth,Bähr,Pirmasens,2024-06-08T08:28:20.735141Z,google
cust-de-000107,de,kathi.hermighausen.cust-de-000107@example.test,Kathi,Hermighausen,Amberg,2024-06-08T18:21:18.433234Z,organic
cust-de-000108,de,leszek.zahn.cust-de-000108@example.test,Leszek,Zahn,Finsterwalde,2024-06-09T16:41:28.092215Z,direct
cust-de-000109,de,christoph.binner.cust-de-000109@example.test,Christoph,Binner,Dresden,2024-06-10T04:30:03.954794Z,meta
cust-de-000110,de,hans.j.drewes.cust-de-000110@example.test,Hans-J.,Drewes,Oschatz,2024-06-10T20:49:28.542627Z,meta
cust-de-000111,de,nathalie.briemer.cust-de-000111@example.test,Nathalie,Briemer,Lüdinghausen,2024-06-11T04:48:21.360494Z,direct
cust-de-000112,de,miroslaw.hering.cust-de-000112@example.test,Miroslaw,Hering,Wertingen,2024-06-13T11:56:27.633585Z,meta
cust-de-000113,de,klara.ladeck.cust-de-000113@example.test,Klara,Ladeck,Riesa,2024-06-14T18:24:26.139712Z,meta
cust-de-000114,de,simona.werner.cust-de-000114@example.test,Simona,Werner,Saarlouis,2024-06-17T08:02:36.816078Z,meta
cust-de-000115,de,zenon.tintzmann.cust-de-000115@example.test,Zenon,Tintzmann,Germersheim,2024-06-18T18:04:03.575303Z,google
cust-de-000116,de,angelique.drubin.cust-de-000116@example.test,Angelique,Drubin,Greiz,2024-06-20T06:59:38.728740Z,meta
cust-de-000117,de,heiderose.slzer.cust-de-000117@example.test,Heiderose,Sölzer,Wittenberg,2024-06-23T09:53:01.174331Z,organic
cust-de-000118,de,marvin.lorch.cust-de-000118@example.test,Marvin,Lorch,Gelnhausen,2024-06-24T15:20:54.177092Z,direct
cust-de-000119,de,thorben.thies.cust-de-000119@example.test,Thorben,Thies,Döbeln,2024-06-25T10:24:21.477765Z,direct
cust-de-000120,de,francesca.wilmsen.cust-de-000120@example.test,Francesca,Wilmsen,Strausberg,2024-06-26T19:58:26.509748Z,email
cust-de-000121,de,eckhart.gierschner.cust-de-000121@example.test,Eckhart,Gierschner,Flöha,2024-06-27T08:19:27.473246Z,organic
cust-de-000122,de,miroslaw.scheel.cust-de-000122@example.test,Miroslaw,Scheel,Ingolstadt,2024-06-27T11:38:05.876485Z,email
cust-de-000123,de,rolf.bachmann.cust-de-000123@example.test,Rolf,Bachmann,Weißwasser,2024-06-28T15:33:05.698274Z,google
cust-de-000124,de,xenia.kramer.cust-de-000124@example.test,Xenia,Kramer,Stadtroda,2024-06-28T16:10:35.489431Z,meta
cust-de-000125,de,meral.holzapfel.cust-de-000125@example.test,Meral,Holzapfel,Lippstadt,2024-06-29T08:22:04.289115Z,google
cust-de-000126,de,sigrid.binner.cust-de-000126@example.test,Sigrid,Binner,Mühldorf am Inn,2024-07-02T18:26:30.313339Z,organic
cust-de-000127,de,nicolai.ziegert.cust-de-000127@example.test,Nicolai,Ziegert,Stadtsteinach,2024-07-04T12:30:34.747462Z,google
cust-de-000128,de,sibel.vogt.cust-de-000128@example.test,Sibel,Vogt,Stade,2024-07-05T05:28:21.537687Z,email
cust-de-000129,de,waltraud.wagner.cust-de-000129@example.test,Waltraud,Wagner,Sonneberg,2024-07-05T17:35:52.247294Z,google
cust-de-000130,de,arthur.atzler.cust-de-000130@example.test,Arthur,Atzler,Bützow,2024-07-06T16:38:00.123598Z,meta
cust-de-000131,de,alfons.krein.cust-de-000131@example.test,Alfons,Krein,Neustrelitz,2024-07-07T09:47:15.789532Z,google
cust-de-000132,de,peggy.trupp.cust-de-000132@example.test,Peggy,Trupp,Eutin,2024-07-08T20:47:05.824755Z,organic
cust-de-000133,de,gerhart.jockel.cust-de-000133@example.test,Gerhart,Jockel,Beeskow,2024-07-09T11:12:40.799836Z,direct
cust-de-000134,de,gerold.drubin.cust-de-000134@example.test,Gerold,Drubin,Eutin,2024-07-09T14:02:22.776169Z,meta
cust-de-000135,de,joachim.noack.cust-de-000135@example.test,Joachim,Noack,Holzminden,2024-07-09T15:00:18.703896Z,google
cust-de-000136,de,peter.bonbach.cust-de-000136@example.test,Peter,Bonbach,Artern,2024-07-09T17:11:44.610990Z,organic
cust-de-000137,de,pirmin.segebahn.cust-de-000137@example.test,Pirmin,Segebahn,Saarbrücken,2024-07-09T17:44:18.137138Z,organic
cust-de-000138,de,antonina.weinhold.cust-de-000138@example.test,Antonina,Weinhold,Lübben,2024-07-11T14:48:58.970029Z,meta
cust-de-000139,de,georgios.pechel.cust-de-000139@example.test,Georgios,Pechel,Aachen,2024-07-12T08:29:47.280429Z,organic
cust-de-000140,de,gundi.trb.cust-de-000140@example.test,Gundi,Trüb,Hechingen,2024-07-12T15:11:15.469581Z,meta
cust-de-000141,de,bogdan.wesack.cust-de-000141@example.test,Bogdan,Wesack,Miltenberg,2024-07-12T18:18:36.842460Z,direct
cust-de-000142,de,ludmila.wilmsen.cust-de-000142@example.test,Ludmila,Wilmsen,Jena,2024-07-13T10:20:50.653986Z,google
cust-de-000143,de,sibylla.stiffel.cust-de-000143@example.test,Sibylla,Stiffel,Bitterfeld,2024-07-13T17:21:37.761450Z,google
cust-de-000144,de,marjan.hring.cust-de-000144@example.test,Marjan,Häring,Havelberg,2024-07-13T18:28:55.857886Z,meta
cust-de-000145,de,magdalena.beer.cust-de-000145@example.test,Magdalena,Beer,Strasburg,2024-07-15T14:59:34.296996Z,meta
cust-de-000146,de,darko.roht.cust-de-000146@example.test,Darko,Roht,Erbisdorf,2024-07-16T14:52:30.542624Z,meta
cust-de-000147,de,hans.henning.jacob.cust-de-000147@example.test,Hans-Henning,Jacob,Fallingbostel,2024-07-18T10:40:37.262362Z,organic
cust-de-000148,de,antonius.kallert.cust-de-000148@example.test,Antonius,Kallert,Sulzbach-Rosenberg,2024-07-18T11:52:06.380421Z,organic
cust-de-000149,de,anto.lachmann.cust-de-000149@example.test,Anto,Lachmann,Querfurt,2024-07-18T12:45:57.817947Z,google
cust-de-000150,de,reginald.rhricht.cust-de-000150@example.test,Reginald,Röhricht,Eisenberg,2024-07-18T15:41:41.193805Z,meta
cust-de-000151,de,danica.holzapfel.cust-de-000151@example.test,Danica,Holzapfel,Suhl,2024-07-20T16:05:57.461819Z,meta
cust-de-000152,de,ullrich.sontag.cust-de-000152@example.test,Ullrich,Sontag,Pirmasens,2024-07-24T10:16:13.495632Z,meta
cust-de-000153,de,ian.siering.cust-de-000153@example.test,Ian,Siering,Rehau,2024-07-25T09:36:34.617389Z,organic
cust-de-000154,de,ignaz.frhlich.cust-de-000154@example.test,Ignaz,Fröhlich,Cottbus,2024-07-26T18:48:33.515631Z,direct
cust-de-000155,de,maren.trubin.cust-de-000155@example.test,Maren,Trubin,Cuxhaven,2024-07-26T19:34:03.924536Z,direct
cust-de-000156,de,sina.schmidtke.cust-de-000156@example.test,Sina,Schmidtke,Artern,2024-07-27T08:49:17.881213Z,direct
